Train: 	Epoch    0	Batch   0	Step      1	Loss 1.609511	UAR 0.218182	lr 0.000001
Train: 	Epoch   99	Batch   7	Step    998	Loss 1.608151	UAR 0.240000	lr 0.000998
Train: 	Epoch   99	Batch   8	Step    999	Loss 1.608151	UAR 0.200000	lr 0.000999
Train: 	Epoch   99	Batch   9	Step   1000	Loss 1.608153	UAR 0.000000	lr 0.001000
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  100	Batch   0	Step   1001	Loss 1.608152	UAR 0.257143	lr 0.001000
Train: 	Epoch  100	Batch   1	Step   1002	Loss 1.608152	UAR 0.200000	lr 0.000999
Train: 	Epoch  100	Batch   2	Step   1003	Loss 1.608156	UAR 0.200000	lr 0.000999
Train: 	Epoch  100	Batch   3	Step   1004	Loss 1.608155	UAR 0.233333	lr 0.000998
Train: 	Epoch  100	Batch   4	Step   1005	Loss 1.608155	UAR 0.250000	lr 0.000998
Train: 	Epoch  100	Batch   5	Step   1006	Loss 1.608153	UAR 0.250000	lr 0.000997
Train: 	Epoch  100	Batch   6	Step   1007	Loss 1.608156	UAR 0.200000	lr 0.000997
Train: 	Epoch  100	Batch   7	Step   1008	Loss 1.608153	UAR 0.266667	lr 0.000996
Train: 	Epoch  100	Batch   8	Step   1009	Loss 1.608152	UAR 0.200000	lr 0.000996
Train: 	Epoch  100	Batch   9	Step   1010	Loss 1.608153	UAR 0.250000	lr 0.000995
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  101	Batch   0	Step   1011	Loss 1.608153	UAR 0.233333	lr 0.000995
Train: 	Epoch  101	Batch   1	Step   1012	Loss 1.608149	UAR 0.260000	lr 0.000994
Train: 	Epoch  101	Batch   2	Step   1013	Loss 1.608150	UAR 0.200000	lr 0.000994
Train: 	Epoch  101	Batch   3	Step   1014	Loss 1.608151	UAR 0.233333	lr 0.000993
Train: 	Epoch  101	Batch   4	Step   1015	Loss 1.608153	UAR 0.222222	lr 0.000993
Train: 	Epoch  101	Batch   5	Step   1016	Loss 1.608150	UAR 0.280000	lr 0.000992
Train: 	Epoch  101	Batch   6	Step   1017	Loss 1.608150	UAR 0.200000	lr 0.000992
Train: 	Epoch  101	Batch   7	Step   1018	Loss 1.608151	UAR 0.200000	lr 0.000991
Train: 	Epoch  101	Batch   8	Step   1019	Loss 1.608152	UAR 0.225000	lr 0.000991
Train: 	Epoch  101	Batch   9	Step   1020	Loss 1.608153	UAR 0.200000	lr 0.000990
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  102	Batch   0	Step   1021	Loss 1.608152	UAR 0.233333	lr 0.000990
Train: 	Epoch  102	Batch   1	Step   1022	Loss 1.608152	UAR 0.225000	lr 0.000989
Train: 	Epoch  102	Batch   2	Step   1023	Loss 1.608156	UAR 0.200000	lr 0.000989
Train: 	Epoch  102	Batch   3	Step   1024	Loss 1.608155	UAR 0.220000	lr 0.000988
Train: 	Epoch  102	Batch   4	Step   1025	Loss 1.608152	UAR 0.266667	lr 0.000988
Train: 	Epoch  102	Batch   5	Step   1026	Loss 1.608153	UAR 0.250000	lr 0.000987
Train: 	Epoch  102	Batch   6	Step   1027	Loss 1.608151	UAR 0.257143	lr 0.000987
Train: 	Epoch  102	Batch   7	Step   1028	Loss 1.608153	UAR 0.200000	lr 0.000986
Train: 	Epoch  102	Batch   8	Step   1029	Loss 1.608153	UAR 0.228571	lr 0.000986
Train: 	Epoch  102	Batch   9	Step   1030	Loss 1.608152	UAR 0.200000	lr 0.000985
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  103	Batch   0	Step   1031	Loss 1.608154	UAR 0.200000	lr 0.000985
Train: 	Epoch  103	Batch   1	Step   1032	Loss 1.608156	UAR 0.200000	lr 0.000984
Train: 	Epoch  103	Batch   2	Step   1033	Loss 1.608154	UAR 0.285714	lr 0.000984
Train: 	Epoch  103	Batch   3	Step   1034	Loss 1.608151	UAR 0.257143	lr 0.000983
Train: 	Epoch  103	Batch   4	Step   1035	Loss 1.608151	UAR 0.200000	lr 0.000983
Train: 	Epoch  103	Batch   5	Step   1036	Loss 1.608154	UAR 0.200000	lr 0.000982
Train: 	Epoch  103	Batch   6	Step   1037	Loss 1.608153	UAR 0.250000	lr 0.000982
Train: 	Epoch  103	Batch   7	Step   1038	Loss 1.608153	UAR 0.228571	lr 0.000982
Train: 	Epoch  103	Batch   8	Step   1039	Loss 1.608151	UAR 0.240000	lr 0.000981
Train: 	Epoch  103	Batch   9	Step   1040	Loss 1.608152	UAR 0.200000	lr 0.000981
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  104	Batch   0	Step   1041	Loss 1.608152	UAR 0.200000	lr 0.000980
Train: 	Epoch  104	Batch   1	Step   1042	Loss 1.608151	UAR 0.250000	lr 0.000980
Train: 	Epoch  104	Batch   2	Step   1043	Loss 1.608152	UAR 0.225000	lr 0.000979
Train: 	Epoch  104	Batch   3	Step   1044	Loss 1.608152	UAR 0.222222	lr 0.000979
Train: 	Epoch  104	Batch   4	Step   1045	Loss 1.608152	UAR 0.257143	lr 0.000978
Train: 	Epoch  104	Batch   5	Step   1046	Loss 1.608151	UAR 0.228571	lr 0.000978
Train: 	Epoch  104	Batch   6	Step   1047	Loss 1.608150	UAR 0.250000	lr 0.000977
Train: 	Epoch  104	Batch   7	Step   1048	Loss 1.608152	UAR 0.200000	lr 0.000977
Train: 	Epoch  104	Batch   8	Step   1049	Loss 1.608154	UAR 0.200000	lr 0.000976
Train: 	Epoch  104	Batch   9	Step   1050	Loss 1.608152	UAR 0.300000	lr 0.000976
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  105	Batch   0	Step   1051	Loss 1.608154	UAR 0.200000	lr 0.000975
Train: 	Epoch  105	Batch   1	Step   1052	Loss 1.608152	UAR 0.240000	lr 0.000975
Train: 	Epoch  105	Batch   2	Step   1053	Loss 1.608153	UAR 0.228571	lr 0.000975
Train: 	Epoch  105	Batch   3	Step   1054	Loss 1.608152	UAR 0.285714	lr 0.000974
Train: 	Epoch  105	Batch   4	Step   1055	Loss 1.608152	UAR 0.233333	lr 0.000974
Train: 	Epoch  105	Batch   5	Step   1056	Loss 1.608151	UAR 0.200000	lr 0.000973
Train: 	Epoch  105	Batch   6	Step   1057	Loss 1.608152	UAR 0.200000	lr 0.000973
Train: 	Epoch  105	Batch   7	Step   1058	Loss 1.608152	UAR 0.233333	lr 0.000972
Train: 	Epoch  105	Batch   8	Step   1059	Loss 1.608152	UAR 0.228571	lr 0.000972
Train: 	Epoch  105	Batch   9	Step   1060	Loss 1.608152	UAR 0.333333	lr 0.000971
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  106	Batch   0	Step   1061	Loss 1.608152	UAR 0.233333	lr 0.000971
Train: 	Epoch  106	Batch   1	Step   1062	Loss 1.608150	UAR 0.250000	lr 0.000970
Train: 	Epoch  106	Batch   2	Step   1063	Loss 1.608150	UAR 0.260000	lr 0.000970
Train: 	Epoch  106	Batch   3	Step   1064	Loss 1.608149	UAR 0.200000	lr 0.000969
Train: 	Epoch  106	Batch   4	Step   1065	Loss 1.608151	UAR 0.200000	lr 0.000969
Train: 	Epoch  106	Batch   5	Step   1066	Loss 1.608152	UAR 0.218182	lr 0.000969
Train: 	Epoch  106	Batch   6	Step   1067	Loss 1.608152	UAR 0.240000	lr 0.000968
Train: 	Epoch  106	Batch   7	Step   1068	Loss 1.608152	UAR 0.222222	lr 0.000968
Train: 	Epoch  106	Batch   8	Step   1069	Loss 1.608151	UAR 0.240000	lr 0.000967
Train: 	Epoch  106	Batch   9	Step   1070	Loss 1.608152	UAR 0.200000	lr 0.000967
Validate: 	Loss 1.607508	UAR 0.267857
Train: 	Epoch  107	Batch   0	Step   1071	Loss 1.608153	UAR 0.200000	lr 0.000966
Train: 	Epoch  107	Batch   1	Step   1072	Loss 1.608153	UAR 0.200000	lr 0.000966
Train: 	Epoch  107	Batch   2	Step   1073	Loss 1.608155	UAR 0.200000	lr 0.000965
Train: 	Epoch  107	Batch   3	Step   1074	Loss 1.608155	UAR 0.200000	lr 0.000965
Train: 	Epoch  107	Batch   4	Step   1075	Loss 1.608155	UAR 0.266667	lr 0.000964
Train: 	Epoch  107	Batch   5	Step   1076	Loss 1.608156	UAR 0.200000	lr 0.000964
Train: 	Epoch  107	Batch   6	Step   1077	Loss 1.608153	UAR 0.260000	lr 0.000964
Train: 	Epoch  107	Batch   7	Step   1078	Loss 1.608153	UAR 0.250000	lr 0.000963
Train: 	Epoch  107	Batch   8	Step   1079	Loss 1.608152	UAR 0.250000	lr 0.000963
Train: 	Epoch  107	Batch   9	Step   1080	Loss 1.608152	UAR 0.250000	lr 0.000962
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  108	Batch   0	Step   1081	Loss 1.608153	UAR 0.250000	lr 0.000962
Train: 	Epoch  108	Batch   1	Step   1082	Loss 1.608152	UAR 0.233333	lr 0.000961
Train: 	Epoch  108	Batch   2	Step   1083	Loss 1.608151	UAR 0.250000	lr 0.000961
Train: 	Epoch  108	Batch   3	Step   1084	Loss 1.608151	UAR 0.222222	lr 0.000960
Train: 	Epoch  108	Batch   4	Step   1085	Loss 1.608150	UAR 0.244444	lr 0.000960
Train: 	Epoch  108	Batch   5	Step   1086	Loss 1.608150	UAR 0.200000	lr 0.000960
Train: 	Epoch  108	Batch   6	Step   1087	Loss 1.608148	UAR 0.300000	lr 0.000959
Train: 	Epoch  108	Batch   7	Step   1088	Loss 1.608150	UAR 0.200000	lr 0.000959
Train: 	Epoch  108	Batch   8	Step   1089	Loss 1.608152	UAR 0.200000	lr 0.000958
Train: 	Epoch  108	Batch   9	Step   1090	Loss 1.608152	UAR 0.200000	lr 0.000958
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  109	Batch   0	Step   1091	Loss 1.608151	UAR 0.228571	lr 0.000957
Train: 	Epoch  109	Batch   1	Step   1092	Loss 1.608153	UAR 0.200000	lr 0.000957
Train: 	Epoch  109	Batch   2	Step   1093	Loss 1.608151	UAR 0.300000	lr 0.000957
Train: 	Epoch  109	Batch   3	Step   1094	Loss 1.608150	UAR 0.244444	lr 0.000956
Train: 	Epoch  109	Batch   4	Step   1095	Loss 1.608151	UAR 0.200000	lr 0.000956
Train: 	Epoch  109	Batch   5	Step   1096	Loss 1.608152	UAR 0.200000	lr 0.000955
Train: 	Epoch  109	Batch   6	Step   1097	Loss 1.608151	UAR 0.240000	lr 0.000955
Train: 	Epoch  109	Batch   7	Step   1098	Loss 1.608153	UAR 0.225000	lr 0.000954
Train: 	Epoch  109	Batch   8	Step   1099	Loss 1.608154	UAR 0.228571	lr 0.000954
Train: 	Epoch  109	Batch   9	Step   1100	Loss 1.608152	UAR 0.125000	lr 0.000953
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  110	Batch   0	Step   1101	Loss 1.608153	UAR 0.225000	lr 0.000953
Train: 	Epoch  110	Batch   1	Step   1102	Loss 1.608156	UAR 0.200000	lr 0.000953
Train: 	Epoch  110	Batch   2	Step   1103	Loss 1.608155	UAR 0.200000	lr 0.000952
Train: 	Epoch  110	Batch   3	Step   1104	Loss 1.608155	UAR 0.200000	lr 0.000952
Train: 	Epoch  110	Batch   4	Step   1105	Loss 1.608154	UAR 0.228571	lr 0.000951
Train: 	Epoch  110	Batch   5	Step   1106	Loss 1.608155	UAR 0.225000	lr 0.000951
Train: 	Epoch  110	Batch   6	Step   1107	Loss 1.608151	UAR 0.280000	lr 0.000950
Train: 	Epoch  110	Batch   7	Step   1108	Loss 1.608151	UAR 0.228571	lr 0.000950
Train: 	Epoch  110	Batch   8	Step   1109	Loss 1.608151	UAR 0.228571	lr 0.000950
Train: 	Epoch  110	Batch   9	Step   1110	Loss 1.608152	UAR 0.000000	lr 0.000949
Validate: 	Loss 1.607505	UAR 0.267857
Train: 	Epoch  111	Batch   0	Step   1111	Loss 1.608153	UAR 0.240000	lr 0.000949
Train: 	Epoch  111	Batch   1	Step   1112	Loss 1.608154	UAR 0.200000	lr 0.000948
Train: 	Epoch  111	Batch   2	Step   1113	Loss 1.608153	UAR 0.233333	lr 0.000948
Train: 	Epoch  111	Batch   3	Step   1114	Loss 1.608154	UAR 0.200000	lr 0.000947
Train: 	Epoch  111	Batch   4	Step   1115	Loss 1.608156	UAR 0.233333	lr 0.000947
Train: 	Epoch  111	Batch   5	Step   1116	Loss 1.608151	UAR 0.300000	lr 0.000947
Train: 	Epoch  111	Batch   6	Step   1117	Loss 1.608151	UAR 0.250000	lr 0.000946
Train: 	Epoch  111	Batch   7	Step   1118	Loss 1.608153	UAR 0.215385	lr 0.000946
Train: 	Epoch  111	Batch   8	Step   1119	Loss 1.608153	UAR 0.200000	lr 0.000945
Train: 	Epoch  111	Batch   9	Step   1120	Loss 1.608152	UAR 0.333333	lr 0.000945
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  112	Batch   0	Step   1121	Loss 1.608152	UAR 0.200000	lr 0.000944
Train: 	Epoch  112	Batch   1	Step   1122	Loss 1.608153	UAR 0.200000	lr 0.000944
Train: 	Epoch  112	Batch   2	Step   1123	Loss 1.608155	UAR 0.200000	lr 0.000944
Train: 	Epoch  112	Batch   3	Step   1124	Loss 1.608153	UAR 0.300000	lr 0.000943
Train: 	Epoch  112	Batch   4	Step   1125	Loss 1.608154	UAR 0.200000	lr 0.000943
Train: 	Epoch  112	Batch   5	Step   1126	Loss 1.608155	UAR 0.200000	lr 0.000942
Train: 	Epoch  112	Batch   6	Step   1127	Loss 1.608156	UAR 0.240000	lr 0.000942
Train: 	Epoch  112	Batch   7	Step   1128	Loss 1.608155	UAR 0.257143	lr 0.000942
Train: 	Epoch  112	Batch   8	Step   1129	Loss 1.608153	UAR 0.275000	lr 0.000941
Train: 	Epoch  112	Batch   9	Step   1130	Loss 1.608152	UAR 0.444444	lr 0.000941
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  113	Batch   0	Step   1131	Loss 1.608153	UAR 0.228571	lr 0.000940
Train: 	Epoch  113	Batch   1	Step   1132	Loss 1.608153	UAR 0.222222	lr 0.000940
Train: 	Epoch  113	Batch   2	Step   1133	Loss 1.608154	UAR 0.200000	lr 0.000939
Train: 	Epoch  113	Batch   3	Step   1134	Loss 1.608154	UAR 0.240000	lr 0.000939
Train: 	Epoch  113	Batch   4	Step   1135	Loss 1.608155	UAR 0.200000	lr 0.000939
Train: 	Epoch  113	Batch   5	Step   1136	Loss 1.608153	UAR 0.250000	lr 0.000938
Train: 	Epoch  113	Batch   6	Step   1137	Loss 1.608156	UAR 0.218182	lr 0.000938
Train: 	Epoch  113	Batch   7	Step   1138	Loss 1.608153	UAR 0.300000	lr 0.000937
Train: 	Epoch  113	Batch   8	Step   1139	Loss 1.608152	UAR 0.240000	lr 0.000937
Train: 	Epoch  113	Batch   9	Step   1140	Loss 1.608152	UAR 0.100000	lr 0.000937
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  114	Batch   0	Step   1141	Loss 1.608151	UAR 0.250000	lr 0.000936
Train: 	Epoch  114	Batch   1	Step   1142	Loss 1.608150	UAR 0.200000	lr 0.000936
Train: 	Epoch  114	Batch   2	Step   1143	Loss 1.608154	UAR 0.200000	lr 0.000935
Train: 	Epoch  114	Batch   3	Step   1144	Loss 1.608155	UAR 0.200000	lr 0.000935
Train: 	Epoch  114	Batch   4	Step   1145	Loss 1.608155	UAR 0.200000	lr 0.000935
Train: 	Epoch  114	Batch   5	Step   1146	Loss 1.608153	UAR 0.250000	lr 0.000934
Train: 	Epoch  114	Batch   6	Step   1147	Loss 1.608153	UAR 0.228571	lr 0.000934
Train: 	Epoch  114	Batch   7	Step   1148	Loss 1.608153	UAR 0.222222	lr 0.000933
Train: 	Epoch  114	Batch   8	Step   1149	Loss 1.608153	UAR 0.300000	lr 0.000933
Train: 	Epoch  114	Batch   9	Step   1150	Loss 1.608152	UAR 0.066667	lr 0.000933
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  115	Batch   0	Step   1151	Loss 1.608153	UAR 0.225000	lr 0.000932
Train: 	Epoch  115	Batch   1	Step   1152	Loss 1.608153	UAR 0.233333	lr 0.000932
Train: 	Epoch  115	Batch   2	Step   1153	Loss 1.608153	UAR 0.250000	lr 0.000931
Train: 	Epoch  115	Batch   3	Step   1154	Loss 1.608153	UAR 0.200000	lr 0.000931
Train: 	Epoch  115	Batch   4	Step   1155	Loss 1.608151	UAR 0.233333	lr 0.000930
Train: 	Epoch  115	Batch   5	Step   1156	Loss 1.608150	UAR 0.233333	lr 0.000930
Train: 	Epoch  115	Batch   6	Step   1157	Loss 1.608153	UAR 0.200000	lr 0.000930
Train: 	Epoch  115	Batch   7	Step   1158	Loss 1.608155	UAR 0.200000	lr 0.000929
Train: 	Epoch  115	Batch   8	Step   1159	Loss 1.608151	UAR 0.288889	lr 0.000929
Train: 	Epoch  115	Batch   9	Step   1160	Loss 1.608152	UAR 0.200000	lr 0.000928
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  116	Batch   0	Step   1161	Loss 1.608152	UAR 0.200000	lr 0.000928
Train: 	Epoch  116	Batch   1	Step   1162	Loss 1.608153	UAR 0.200000	lr 0.000928
Train: 	Epoch  116	Batch   2	Step   1163	Loss 1.608152	UAR 0.233333	lr 0.000927
Train: 	Epoch  116	Batch   3	Step   1164	Loss 1.608149	UAR 0.260000	lr 0.000927
Train: 	Epoch  116	Batch   4	Step   1165	Loss 1.608148	UAR 0.260000	lr 0.000926
Train: 	Epoch  116	Batch   5	Step   1166	Loss 1.608150	UAR 0.200000	lr 0.000926
Train: 	Epoch  116	Batch   6	Step   1167	Loss 1.608150	UAR 0.200000	lr 0.000926
Train: 	Epoch  116	Batch   7	Step   1168	Loss 1.608152	UAR 0.200000	lr 0.000925
Train: 	Epoch  116	Batch   8	Step   1169	Loss 1.608150	UAR 0.266667	lr 0.000925
Train: 	Epoch  116	Batch   9	Step   1170	Loss 1.608152	UAR 0.000000	lr 0.000925
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  117	Batch   0	Step   1171	Loss 1.608153	UAR 0.220000	lr 0.000924
Train: 	Epoch  117	Batch   1	Step   1172	Loss 1.608154	UAR 0.250000	lr 0.000924
Train: 	Epoch  117	Batch   2	Step   1173	Loss 1.608152	UAR 0.225000	lr 0.000923
Train: 	Epoch  117	Batch   3	Step   1174	Loss 1.608151	UAR 0.240000	lr 0.000923
Train: 	Epoch  117	Batch   4	Step   1175	Loss 1.608150	UAR 0.244444	lr 0.000923
Train: 	Epoch  117	Batch   5	Step   1176	Loss 1.608151	UAR 0.200000	lr 0.000922
Train: 	Epoch  117	Batch   6	Step   1177	Loss 1.608150	UAR 0.280000	lr 0.000922
Train: 	Epoch  117	Batch   7	Step   1178	Loss 1.608151	UAR 0.200000	lr 0.000921
Train: 	Epoch  117	Batch   8	Step   1179	Loss 1.608151	UAR 0.228571	lr 0.000921
Train: 	Epoch  117	Batch   9	Step   1180	Loss 1.608152	UAR 0.250000	lr 0.000921
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  118	Batch   0	Step   1181	Loss 1.608153	UAR 0.225000	lr 0.000920
Train: 	Epoch  118	Batch   1	Step   1182	Loss 1.608155	UAR 0.222222	lr 0.000920
Train: 	Epoch  118	Batch   2	Step   1183	Loss 1.608156	UAR 0.200000	lr 0.000919
Train: 	Epoch  118	Batch   3	Step   1184	Loss 1.608156	UAR 0.228571	lr 0.000919
Train: 	Epoch  118	Batch   4	Step   1185	Loss 1.608155	UAR 0.257143	lr 0.000919
Train: 	Epoch  118	Batch   5	Step   1186	Loss 1.608153	UAR 0.280000	lr 0.000918
Train: 	Epoch  118	Batch   6	Step   1187	Loss 1.608152	UAR 0.250000	lr 0.000918
Train: 	Epoch  118	Batch   7	Step   1188	Loss 1.608151	UAR 0.240000	lr 0.000917
Train: 	Epoch  118	Batch   8	Step   1189	Loss 1.608152	UAR 0.200000	lr 0.000917
Train: 	Epoch  118	Batch   9	Step   1190	Loss 1.608152	UAR 0.200000	lr 0.000917
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  119	Batch   0	Step   1191	Loss 1.608153	UAR 0.200000	lr 0.000916
Train: 	Epoch  119	Batch   1	Step   1192	Loss 1.608155	UAR 0.200000	lr 0.000916
Train: 	Epoch  119	Batch   2	Step   1193	Loss 1.608153	UAR 0.280000	lr 0.000916
Train: 	Epoch  119	Batch   3	Step   1194	Loss 1.608150	UAR 0.240000	lr 0.000915
Train: 	Epoch  119	Batch   4	Step   1195	Loss 1.608151	UAR 0.200000	lr 0.000915
Train: 	Epoch  119	Batch   5	Step   1196	Loss 1.608149	UAR 0.285714	lr 0.000914
Train: 	Epoch  119	Batch   6	Step   1197	Loss 1.608152	UAR 0.200000	lr 0.000914
Train: 	Epoch  119	Batch   7	Step   1198	Loss 1.608152	UAR 0.250000	lr 0.000914
Train: 	Epoch  119	Batch   8	Step   1199	Loss 1.608152	UAR 0.225000	lr 0.000913
Train: 	Epoch  119	Batch   9	Step   1200	Loss 1.608152	UAR 0.266667	lr 0.000913
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  120	Batch   0	Step   1201	Loss 1.608150	UAR 0.250000	lr 0.000912
Train: 	Epoch  120	Batch   1	Step   1202	Loss 1.608151	UAR 0.200000	lr 0.000912
Train: 	Epoch  120	Batch   2	Step   1203	Loss 1.608152	UAR 0.200000	lr 0.000912
Train: 	Epoch  120	Batch   3	Step   1204	Loss 1.608153	UAR 0.200000	lr 0.000911
Train: 	Epoch  120	Batch   4	Step   1205	Loss 1.608153	UAR 0.222222	lr 0.000911
Train: 	Epoch  120	Batch   5	Step   1206	Loss 1.608153	UAR 0.222222	lr 0.000911
Train: 	Epoch  120	Batch   6	Step   1207	Loss 1.608154	UAR 0.200000	lr 0.000910
Train: 	Epoch  120	Batch   7	Step   1208	Loss 1.608152	UAR 0.266667	lr 0.000910
Train: 	Epoch  120	Batch   8	Step   1209	Loss 1.608150	UAR 0.320000	lr 0.000909
Train: 	Epoch  120	Batch   9	Step   1210	Loss 1.608152	UAR 0.250000	lr 0.000909
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  121	Batch   0	Step   1211	Loss 1.608153	UAR 0.200000	lr 0.000909
Train: 	Epoch  121	Batch   1	Step   1212	Loss 1.608152	UAR 0.233333	lr 0.000908
Train: 	Epoch  121	Batch   2	Step   1213	Loss 1.608153	UAR 0.228571	lr 0.000908
Train: 	Epoch  121	Batch   3	Step   1214	Loss 1.608152	UAR 0.240000	lr 0.000908
Train: 	Epoch  121	Batch   4	Step   1215	Loss 1.608153	UAR 0.200000	lr 0.000907
Train: 	Epoch  121	Batch   5	Step   1216	Loss 1.608152	UAR 0.240000	lr 0.000907
Train: 	Epoch  121	Batch   6	Step   1217	Loss 1.608152	UAR 0.240000	lr 0.000906
Train: 	Epoch  121	Batch   7	Step   1218	Loss 1.608153	UAR 0.200000	lr 0.000906
Train: 	Epoch  121	Batch   8	Step   1219	Loss 1.608153	UAR 0.233333	lr 0.000906
Train: 	Epoch  121	Batch   9	Step   1220	Loss 1.608151	UAR 0.400000	lr 0.000905
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  122	Batch   0	Step   1221	Loss 1.608151	UAR 0.240000	lr 0.000905
Train: 	Epoch  122	Batch   1	Step   1222	Loss 1.608153	UAR 0.220000	lr 0.000905
Train: 	Epoch  122	Batch   2	Step   1223	Loss 1.608151	UAR 0.257143	lr 0.000904
Train: 	Epoch  122	Batch   3	Step   1224	Loss 1.608149	UAR 0.257143	lr 0.000904
Train: 	Epoch  122	Batch   4	Step   1225	Loss 1.608150	UAR 0.233333	lr 0.000904
Train: 	Epoch  122	Batch   5	Step   1226	Loss 1.608151	UAR 0.200000	lr 0.000903
Train: 	Epoch  122	Batch   6	Step   1227	Loss 1.608150	UAR 0.250000	lr 0.000903
Train: 	Epoch  122	Batch   7	Step   1228	Loss 1.608151	UAR 0.200000	lr 0.000902
Train: 	Epoch  122	Batch   8	Step   1229	Loss 1.608151	UAR 0.200000	lr 0.000902
Train: 	Epoch  122	Batch   9	Step   1230	Loss 1.608151	UAR 0.200000	lr 0.000902
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  123	Batch   0	Step   1231	Loss 1.608150	UAR 0.260000	lr 0.000901
Train: 	Epoch  123	Batch   1	Step   1232	Loss 1.608149	UAR 0.257143	lr 0.000901
Train: 	Epoch  123	Batch   2	Step   1233	Loss 1.608150	UAR 0.233333	lr 0.000901
Train: 	Epoch  123	Batch   3	Step   1234	Loss 1.608151	UAR 0.200000	lr 0.000900
Train: 	Epoch  123	Batch   4	Step   1235	Loss 1.608152	UAR 0.200000	lr 0.000900
Train: 	Epoch  123	Batch   5	Step   1236	Loss 1.608151	UAR 0.200000	lr 0.000899
Train: 	Epoch  123	Batch   6	Step   1237	Loss 1.608153	UAR 0.200000	lr 0.000899
Train: 	Epoch  123	Batch   7	Step   1238	Loss 1.608151	UAR 0.266667	lr 0.000899
Train: 	Epoch  123	Batch   8	Step   1239	Loss 1.608152	UAR 0.233333	lr 0.000898
Train: 	Epoch  123	Batch   9	Step   1240	Loss 1.608151	UAR 0.250000	lr 0.000898
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  124	Batch   0	Step   1241	Loss 1.608153	UAR 0.200000	lr 0.000898
Train: 	Epoch  124	Batch   1	Step   1242	Loss 1.608154	UAR 0.200000	lr 0.000897
Train: 	Epoch  124	Batch   2	Step   1243	Loss 1.608155	UAR 0.200000	lr 0.000897
Train: 	Epoch  124	Batch   3	Step   1244	Loss 1.608152	UAR 0.311111	lr 0.000897
Train: 	Epoch  124	Batch   4	Step   1245	Loss 1.608151	UAR 0.244444	lr 0.000896
Train: 	Epoch  124	Batch   5	Step   1246	Loss 1.608150	UAR 0.233333	lr 0.000896
Train: 	Epoch  124	Batch   6	Step   1247	Loss 1.608148	UAR 0.250000	lr 0.000896
Train: 	Epoch  124	Batch   7	Step   1248	Loss 1.608148	UAR 0.200000	lr 0.000895
Train: 	Epoch  124	Batch   8	Step   1249	Loss 1.608150	UAR 0.200000	lr 0.000895
Train: 	Epoch  124	Batch   9	Step   1250	Loss 1.608151	UAR 0.000000	lr 0.000894
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  125	Batch   0	Step   1251	Loss 1.608151	UAR 0.200000	lr 0.000894
Train: 	Epoch  125	Batch   1	Step   1252	Loss 1.608151	UAR 0.228571	lr 0.000894
Train: 	Epoch  125	Batch   2	Step   1253	Loss 1.608152	UAR 0.200000	lr 0.000893
Train: 	Epoch  125	Batch   3	Step   1254	Loss 1.608149	UAR 0.266667	lr 0.000893
Train: 	Epoch  125	Batch   4	Step   1255	Loss 1.608147	UAR 0.266667	lr 0.000893
Train: 	Epoch  125	Batch   5	Step   1256	Loss 1.608150	UAR 0.200000	lr 0.000892
Train: 	Epoch  125	Batch   6	Step   1257	Loss 1.608150	UAR 0.240000	lr 0.000892
Train: 	Epoch  125	Batch   7	Step   1258	Loss 1.608151	UAR 0.228571	lr 0.000892
Train: 	Epoch  125	Batch   8	Step   1259	Loss 1.608152	UAR 0.220000	lr 0.000891
Train: 	Epoch  125	Batch   9	Step   1260	Loss 1.608151	UAR 0.250000	lr 0.000891
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  126	Batch   0	Step   1261	Loss 1.608150	UAR 0.250000	lr 0.000891
Train: 	Epoch  126	Batch   1	Step   1262	Loss 1.608152	UAR 0.200000	lr 0.000890
Train: 	Epoch  126	Batch   2	Step   1263	Loss 1.608150	UAR 0.300000	lr 0.000890
